9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Banteay Meanchey,KHM,1,450,"Banteay Meanchey, Cambodia",13.6672596,102.8975098
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Battambang Province,KHM,58,20275,"Battambang Province, Cambodia",13.0286971,102.989615
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Battambang Province,KHM,7,9150,"Battambang Province, Cambodia",13.0286971,102.989615
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Kampong Cham Province,KHM,1383,604950,"Kampong Cham Province, Cambodia",12.0982918,105.3131185
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000002X1Uu,Sanitation,Cambodia,No,Kampong Cham Province,KHM,3,275,"Kampong Cham Province, Cambodia",12.0982918,105.3131185
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Kampong Cham Province,KHM,36,62225,"Kampong Cham Province, Cambodia",12.0982918,105.3131185
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000007VvXr,Solar Home Systems,Cambodia,No,Kampong Cham Province,KHM,2,1300,"Kampong Cham Province, Cambodia",12.0982918,105.3131185
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000weyk,General,Cambodia,No,Kampong Chhnang Province,KHM,249,237175,"Kampong Chhnang Province, Cambodia",12.1392352,104.5655273
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000007VvXr,Solar Home Systems,Cambodia,No,Kampong Chhnang Province,KHM,7,3050,"Kampong Chhnang Province, Cambodia",12.1392352,104.5655273
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Kampong Chhnang Province,KHM,18,31425,"Kampong Chhnang Province, Cambodia",12.1392352,104.5655273
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Kampong Chhnang Province,KHM,890,323950,"Kampong Chhnang Province, Cambodia",12.1392352,104.5655273
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000002X1Uu,Sanitation,Cambodia,No,Kampong Chhnang Province,KHM,1,1000,"Kampong Chhnang Province, Cambodia",12.1392352,104.5655273
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000002X1Uu,Sanitation,Cambodia,No,Kampong Speu Province,KHM,1,1000,"Kampong Speu Province, Cambodia",11.6155109,104.3791912
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Kampong Speu Province,KHM,10,15625,"Kampong Speu Province, Cambodia",11.6155109,104.3791912
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000weyk,General,Cambodia,No,Kampong Speu Province,KHM,19,20925,"Kampong Speu Province, Cambodia",11.6155109,104.3791912
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Kampot Province,KHM,11,18650,"Kampot Province, Cambodia",10.7412089,104.1930918
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000weyk,General,Cambodia,No,Kandal Province,KHM,13,17025,"Kandal Province, Cambodia",11.2237383,105.1258955
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Kandal Province,KHM,156,68075,"Kandal Province, Cambodia",11.2237383,105.1258955
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Kandal Province,KHM,31,63250,"Kandal Province, Cambodia",11.2237383,105.1258955
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Kratie Province,KHM,7,15650,"Kratie Province, Cambodia",12.8606299,105.9699878
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Kratie Province,KHM,704,303275,"Kratie Province, Cambodia",12.8606299,105.9699878
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Phnom Penh,KHM,55,39275,"Phnom Penh, Cambodia",11.5448729,104.8921668
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000weyk,General,Cambodia,No,Prey Veng Province,KHM,1,200,"Prey Veng Province, Cambodia",11.3802442,105.5005483
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Prey Veng Province,KHM,1262,542350,"Prey Veng Province, Cambodia",11.3802442,105.5005483
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000007VvXr,Solar Home Systems,Cambodia,No,Prey Veng Province,KHM,8,4500,"Prey Veng Province, Cambodia",11.3802442,105.5005483
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Prey Veng Province,KHM,52,109050,"Prey Veng Province, Cambodia",11.3802442,105.5005483
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000007VvXr,Solar Home Systems,Cambodia,No,Pursat Province,KHM,1,450,"Pursat Province, Cambodia",12.3663211,103.6362715
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000weyk,General,Cambodia,No,Pursat Province,KHM,1,1500,"Pursat Province, Cambodia",12.3663211,103.6362715
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Pursat Province,KHM,9,8600,"Pursat Province, Cambodia",12.3663211,103.6362715
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Pursat Province,KHM,5,1850,"Pursat Province, Cambodia",12.3663211,103.6362715
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000weyk,General,Cambodia,No,Siem Reap Province,KHM,8,8700,"Siem Reap Province, Cambodia",13.6915377,104.1001326
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Siem Reap Province,KHM,1,500,"Siem Reap Province, Cambodia",13.6915377,104.1001326
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000007VvXr,Solar Home Systems,Cambodia,No,Siem Reap Province,KHM,7,2775,"Siem Reap Province, Cambodia",13.6915377,104.1001326
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Siem Reap Province,KHM,29,22575,"Siem Reap Province, Cambodia",13.6915377,104.1001326
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000002X1Uu,Sanitation,Cambodia,No,Siem Reap Province,KHM,1,500,"Siem Reap Province, Cambodia",13.6915377,104.1001326
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000006TkWH,Underserved,Cambodia,No,Steung Traeng Province,KHM,77,49200,"Steung Traeng Province, Cambodia",13.576473,105.9699878
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Steung Traeng Province,KHM,32,14425,"Steung Traeng Province, Cambodia",13.576473,105.9699878
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000weyk,General,Cambodia,No,Steung Traeng Province,KHM,4,4850,"Steung Traeng Province, Cambodia",13.576473,105.9699878
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Steung Traeng Province,KHM,9,13425,"Steung Traeng Province, Cambodia",13.576473,105.9699878
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000002X1Uu,Sanitation,Cambodia,No,Svay Reang Province,KHM,7,3250,"Svay Reang Province, Cambodia",11.142722,105.8290298
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000007VvXr,Solar Home Systems,Cambodia,No,Svay Reang Province,KHM,15,7100,"Svay Reang Province, Cambodia",11.142722,105.8290298
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Svay Reang Province,KHM,2,3000,"Svay Reang Province, Cambodia",11.142722,105.8290298
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Svay Reang Province,KHM,571,236425,"Svay Reang Province, Cambodia",11.142722,105.8290298
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000007VvXr,Solar Home Systems,Cambodia,No,Takeo province,KHM,1,750,"Takeo province, Cambodia",10.9321519,104.798771
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Takeo province,KHM,1698,687600,"Takeo province, Cambodia",10.9321519,104.798771
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000weyk,General,Cambodia,No,Takeo province,KHM,222,221000,"Takeo province, Cambodia",10.9321519,104.798771
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Takeo province,KHM,24,34875,"Takeo province, Cambodia",10.9321519,104.798771
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000006TkWH,Underserved,Cambodia,No,Takeo province,KHM,4,2000,"Takeo province, Cambodia",10.9321519,104.798771
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Tbong Khmum Province,KHM,959,399025,"Tbong Khmum Province, Cambodia",11.8891023,105.876004
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000002X1Uu,Sanitation,Cambodia,No,Tbong Khmum Province,KHM,5,350,"Tbong Khmum Province, Cambodia",11.8891023,105.876004
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Tbong Khmum Province,KHM,22,43675,"Tbong Khmum Province, Cambodia",11.8891023,105.876004
23,Hluvuku-Adsema,General Financial Inclusion,a1050000000weyx,General,Mozambique,No,"Bela-Vista, Maputo",MOZ,126,43475,"Bela-Vista, Maputo, Mozambique",-26.3450531,32.6701267
23,Hluvuku-Adsema,General Financial Inclusion,a1050000002VzHI,Subsistence Agriculture,Mozambique,No,"Bela-Vista, Maputo",MOZ,2,1025,"Bela-Vista, Maputo, Mozambique",-26.3450531,32.6701267
